order_id,carrier,tracking_number,shipping_method,shipping_cost,ship_date,estimated_delivery,actual_delivery,shipping_status,weight_kg
693,USPS,TN881605548,two_day,0.0,2024-03-31,2024-04-02,2024-04-01,delivered,9.87
694,FedEx,TN500866034,express,0.0,2024-03-26,2024-04-01,2024-04-02,returned,7.75
697,FedEx,TN867674742,free,0.0,2024-08-01,2024-08-06,,in_transit,19.88
698,FedEx,TN979972409,overnight,0.0,2024-03-02,2024-03-09,2024-03-11,returned,3.33
700,DHL,TN236665830,two_day,0.0,2024-06-07,2024-06-09,2024-06-10,shipped,12.67
702,Amazon Logistics,TN780882853,two_day,0.0,2025-08-13,2025-08-16,2025-08-18,pending,19.66
703,UPS,TN348958124,express,0.0,2024-10-30,2024-11-05,,pending,12.72
704,Amazon Logistics,TN556910404,express,8.14,2025-03-30,2025-04-05,2025-04-07,in_transit,14.08
705,FedEx,TN380917411,overnight,0.0,2024-09-16,2024-09-22,2024-09-24,pending,16.01
706,FedEx,TN458583081,standard,0.0,2024-07-08,2024-07-10,2024-07-10,delivered,4.6
707,DHL,TN176121404,two_day,0.0,2023-10-22,2023-10-26,2023-10-26,shipped,13.26
708,Amazon Logistics,TN491222831,free,0.0,2025-06-18,2025-06-23,2025-06-23,in_transit,3.53
709,DHL,TN322211852,two_day,10.18,2024-01-21,2024-01-23,2024-01-22,in_transit,0.81
710,Amazon Logistics,TN583375511,standard,1.05,2024-02-11,2024-02-14,2024-02-13,delivered,17.42
711,DHL,TN143146406,standard,0.0,2025-03-06,2025-03-11,2025-03-12,pending,14.28
712,UPS,TN772180002,free,0.0,2025-05-02,2025-05-07,,in_transit,13.78
713,Amazon Logistics,TN553450241,free,0.0,2025-02-15,2025-02-20,2025-02-20,in_transit,4.87
714,USPS,TN198606462,express,0.0,2025-07-06,2025-07-08,2025-07-10,delivered,10.51
715,Amazon Logistics,TN120208329,standard,0.0,2024-07-26,2024-07-31,2024-08-02,shipped,16.08
716,Amazon Logistics,TN215315852,two_day,0.0,2024-03-16,2024-03-19,2024-03-21,returned,14.85
717,UPS,TN133640208,overnight,0.0,2025-09-22,2025-09-28,2025-09-28,delivered,3.55
718,USPS,TN625731060,free,0.0,2024-09-01,2024-09-05,2024-09-05,in_transit,1.69
719,UPS,TN151365114,express,0.0,2024-03-20,2024-03-22,2024-03-23,delivered,6.88
720,USPS,TN231986607,free,0.0,2024-04-29,2024-05-03,2024-05-02,shipped,10.21
722,UPS,TN376692037,overnight,13.55,2025-08-18,2025-08-23,2025-08-22,in_transit,1.17
723,DHL,TN345786681,overnight,0.0,2023-10-21,2023-10-23,2023-10-23,returned,15.99
724,FedEx,TN382788662,express,0.0,2024-08-13,2024-08-18,2024-08-19,shipped,7.89
725,UPS,TN903376457,free,0.0,2025-09-16,2025-09-22,2025-09-24,delivered,13.69
726,Amazon Logistics,TN667656322,express,0.0,2025-08-14,2025-08-21,2025-08-20,delivered,8.46
727,UPS,TN966116233,free,0.0,2025-07-16,2025-07-21,,shipped,2.22
728,USPS,TN642813732,express,0.11,2024-01-20,2024-01-22,2024-01-23,shipped,17.03
729,UPS,TN911381154,overnight,0.0,2025-01-08,2025-01-14,2025-01-16,pending,12.84
730,FedEx,TN830987594,free,0.0,2024-04-03,2024-04-05,2024-04-06,pending,1.38
731,FedEx,TN297368977,express,24.9,2023-12-22,2023-12-28,2023-12-28,shipped,14.53
732,DHL,TN121095521,standard,0.0,2024-08-03,2024-08-10,2024-08-12,in_transit,18.94
733,Amazon Logistics,TN846305551,express,0.0,2025-09-05,2025-09-11,,in_transit,10.27
734,FedEx,TN485614337,overnight,13.19,2025-01-26,2025-02-02,2025-02-03,returned,14.19
735,USPS,TN676755614,free,0.0,2024-05-19,2024-05-25,,delivered,14.31
736,DHL,TN163416699,two_day,0.0,2024-05-30,2024-06-04,2024-06-05,pending,19.82
737,USPS,TN807185891,overnight,0.0,2025-06-08,2025-06-11,,pending,6.07
738,USPS,TN755672532,free,0.0,2025-05-16,2025-05-23,2025-05-22,pending,11.97
739,USPS,TN399888071,two_day,0.0,2024-12-03,2024-12-10,2024-12-09,pending,3.13
740,FedEx,TN484388754,overnight,0.0,2024-10-15,2024-10-22,2024-10-23,shipped,2.37
741,USPS,TN707856484,two_day,0.0,2024-01-14,2024-01-16,,shipped,15.58
742,DHL,TN398180724,express,0.0,2024-12-28,2025-01-04,,in_transit,1.53
743,DHL,TN275893619,overnight,0.0,2024-03-08,2024-03-10,2024-03-12,delivered,16.97
744,FedEx,TN224093480,two_day,16.23,2024-04-11,2024-04-14,2024-04-15,in_transit,11.42
746,USPS,TN716494334,two_day,0.0,2024-08-16,2024-08-20,2024-08-20,delivered,13.01
748,DHL,TN551134004,two_day,0.0,2025-05-03,2025-05-08,2025-05-07,pending,4.31
749,FedEx,TN627040615,overnight,15.12,2024-08-26,2024-08-31,2024-08-31,in_transit,13.96
750,DHL,TN248107105,two_day,0.0,2025-06-13,2025-06-19,,shipped,10.44
751,FedEx,TN702782923,express,21.36,2025-01-18,2025-01-24,2025-01-26,in_transit,8.58
752,Amazon Logistics,TN762113310,free,0.0,2023-12-03,2023-12-09,2023-12-09,pending,6.31
753,UPS,TN361675100,two_day,19.35,2024-06-18,2024-06-24,2024-06-26,shipped,15.05
754,UPS,TN345420148,express,0.0,2024-06-30,2024-07-02,,pending,4.33
755,UPS,TN914589862,express,11.46,2025-01-15,2025-01-21,2025-01-23,delivered,9.06
756,DHL,TN314884398,two_day,0.0,2024-02-20,2024-02-24,,pending,8.58
758,FedEx,TN661541130,express,0.0,2024-05-17,2024-05-19,2024-05-18,in_transit,8.06
759,UPS,TN229559335,standard,0.0,2024-03-18,2024-03-25,2024-03-27,pending,17.63
760,UPS,TN939128390,free,0.0,2025-03-22,2025-03-25,2025-03-27,delivered,7.15
762,FedEx,TN445823929,free,24.91,2025-06-20,2025-06-24,2025-06-25,delivered,9.85
763,Amazon Logistics,TN263433819,standard,0.0,2024-12-20,2024-12-27,2024-12-26,in_transit,6.49
764,FedEx,TN157115227,two_day,0.0,2024-05-09,2024-05-16,2024-05-18,in_transit,13.86
765,DHL,TN279209071,overnight,0.0,2025-05-20,2025-05-26,2025-05-28,shipped,1.43
766,FedEx,TN705290893,standard,0.0,2024-04-26,2024-05-03,2024-05-05,pending,7.23
767,DHL,TN219564286,free,0.0,2024-01-28,2024-01-31,,shipped,2.38
768,DHL,TN953772943,free,0.0,2025-07-25,2025-07-30,2025-07-30,delivered,15.07
769,Amazon Logistics,TN911666576,overnight,0.0,2024-01-20,2024-01-22,2024-01-21,delivered,7.82
770,FedEx,TN684407264,two_day,0.0,2024-09-22,2024-09-24,,in_transit,12.34
772,USPS,TN931185232,standard,21.73,2025-06-04,2025-06-06,2025-06-07,in_transit,19.98
773,Amazon Logistics,TN823425405,free,8.22,2024-08-01,2024-08-03,2024-08-03,delivered,12.34
774,DHL,TN243152814,express,0.0,2024-06-28,2024-07-05,2024-07-07,in_transit,17.45
775,UPS,TN957193906,express,4.56,2025-05-28,2025-06-02,2025-06-03,shipped,10.76
776,Amazon Logistics,TN828626536,standard,0.0,2023-11-24,2023-11-29,2023-11-28,pending,4.9
777,DHL,TN618700450,two_day,0.0,2024-06-11,2024-06-14,2024-06-14,in_transit,4.52
778,Amazon Logistics,TN755355815,standard,6.38,2025-09-10,2025-09-14,,in_transit,3.78
779,Amazon Logistics,TN119783435,overnight,1.31,2024-10-24,2024-10-30,2024-10-29,delivered,5.37
781,DHL,TN123299329,overnight,0.0,2024-04-18,2024-04-25,,shipped,19.13
782,UPS,TN757038016,overnight,6.69,2024-08-29,2024-09-02,2024-09-02,shipped,16.88
784,FedEx,TN998640555,two_day,0.45,2024-02-25,2024-03-02,2024-03-01,in_transit,5.33
786,FedEx,TN199445489,express,0.0,2024-12-15,2024-12-21,2024-12-22,in_transit,10.83
787,USPS,TN343901613,two_day,23.52,2025-02-14,2025-02-21,2025-02-22,delivered,2.37
788,DHL,TN444703991,free,0.0,2024-05-13,2024-05-19,2024-05-18,pending,17.1
789,Amazon Logistics,TN733365210,overnight,0.0,2023-12-24,2023-12-27,2023-12-27,delivered,7.25
790,FedEx,TN249720080,standard,0.0,2024-04-14,2024-04-17,2024-04-19,returned,14.73
791,DHL,TN784690965,overnight,2.39,2024-04-23,2024-04-25,2024-04-26,returned,1.27
792,DHL,TN604171770,standard,0.0,2024-05-10,2024-05-13,2024-05-12,delivered,4.38
793,DHL,TN136620898,standard,0.0,2023-11-01,2023-11-03,2023-11-04,in_transit,16.87
794,Amazon Logistics,TN936566043,overnight,0.0,2025-03-30,2025-04-01,2025-04-01,in_transit,6.17
795,Amazon Logistics,TN906412727,overnight,11.15,2025-03-02,2025-03-08,2025-03-10,in_transit,7.96
796,DHL,TN935675118,express,0.0,2024-12-30,2025-01-03,2025-01-04,shipped,16.89
798,USPS,TN824751978,two_day,0.0,2025-01-05,2025-01-09,2025-01-08,pending,18.92
799,USPS,TN956615310,standard,5.71,2024-07-01,2024-07-06,2024-07-05,delivered,0.54
800,DHL,TN186174014,free,0.0,2023-12-09,2023-12-13,2023-12-14,pending,16.98
801,UPS,TN210303751,express,0.0,2025-03-17,2025-03-21,,pending,3.64
802,FedEx,TN306300891,overnight,0.0,2024-12-21,2024-12-27,,shipped,5.94
803,FedEx,TN223375306,overnight,0.0,2023-10-28,2023-11-03,2023-11-04,returned,6.31
804,DHL,TN567990743,free,0.0,2024-08-26,2024-08-28,2024-08-30,shipped,8.64
805,UPS,TN851731536,overnight,0.0,2024-06-18,2024-06-22,2024-06-23,pending,10.06
806,USPS,TN508281377,standard,0.0,2024-10-21,2024-10-25,2024-10-24,pending,19.75
807,Amazon Logistics,TN345539563,overnight,0.0,2025-08-05,2025-08-08,2025-08-08,in_transit,19.48
808,Amazon Logistics,TN139442114,free,0.0,2024-07-28,2024-08-03,,shipped,5.85
809,UPS,TN221164344,two_day,0.0,2025-09-19,2025-09-24,,pending,17.62
810,Amazon Logistics,TN570077501,overnight,9.45,2025-07-22,2025-07-28,2025-07-29,pending,14.47
811,UPS,TN330984876,two_day,21.18,2025-08-11,2025-08-17,2025-08-16,pending,10.98
812,UPS,TN213874113,overnight,0.0,2024-12-29,2025-01-02,2025-01-04,delivered,3.78
813,USPS,TN863231238,two_day,0.0,2023-11-09,2023-11-12,2023-11-12,in_transit,1.1
814,FedEx,TN441223644,overnight,0.0,2024-06-14,2024-06-19,2024-06-19,pending,1.41
815,Amazon Logistics,TN612557291,overnight,0.0,2024-04-24,2024-05-01,2024-04-30,shipped,10.36
816,USPS,TN173361234,standard,0.0,2024-05-02,2024-05-04,2024-05-06,delivered,2.66
818,UPS,TN260181167,standard,0.0,2024-05-04,2024-05-11,,shipped,16.87
819,FedEx,TN261308108,two_day,0.0,2025-03-14,2025-03-17,2025-03-18,pending,0.56
820,Amazon Logistics,TN920966285,standard,0.0,2025-07-24,2025-07-26,2025-07-28,pending,10.14
821,UPS,TN240440104,overnight,0.0,2025-06-01,2025-06-07,2025-06-07,in_transit,12.17
822,USPS,TN928316098,two_day,0.0,2025-02-22,2025-02-25,2025-02-24,returned,19.73
823,UPS,TN420712823,free,0.0,2025-02-15,2025-02-20,2025-02-20,delivered,6.8
824,UPS,TN549244673,two_day,0.0,2024-09-05,2024-09-12,2024-09-14,pending,18.7
826,USPS,TN245567681,free,0.0,2025-04-24,2025-05-01,2025-05-03,pending,6.61
827,DHL,TN324321788,overnight,0.0,2025-04-19,2025-04-21,2025-04-20,in_transit,10.65
828,FedEx,TN956739443,express,0.0,2025-08-09,2025-08-13,2025-08-14,in_transit,2.81
829,USPS,TN997828980,standard,0.0,2024-07-19,2024-07-23,2024-07-22,in_transit,4.13
830,USPS,TN490828729,free,0.0,2024-01-15,2024-01-20,2024-01-22,pending,13.82
833,UPS,TN253318048,free,13.0,2025-08-26,2025-09-02,2025-09-04,delivered,1.86
834,DHL,TN262938030,standard,7.59,2024-03-08,2024-03-13,,returned,18.84
835,Amazon Logistics,TN526819589,two_day,0.0,2025-06-20,2025-06-27,2025-06-26,in_transit,18.96
836,DHL,TN435941615,standard,10.09,2024-01-26,2024-01-29,2024-01-30,shipped,13.0
837,Amazon Logistics,TN193738191,standard,0.0,2024-05-20,2024-05-22,,in_transit,17.31
838,DHL,TN597772140,two_day,0.0,2025-04-06,2025-04-12,2025-04-11,pending,16.52
839,USPS,TN867195268,free,0.0,2025-01-27,2025-01-30,2025-01-31,returned,18.6
840,DHL,TN109847599,standard,0.0,2025-02-26,2025-02-28,2025-03-01,returned,18.86
841,Amazon Logistics,TN763990782,express,6.06,2025-03-05,2025-03-07,2025-03-06,in_transit,4.9
842,FedEx,TN219567412,express,0.0,2025-04-30,2025-05-05,2025-05-04,delivered,6.86
843,Amazon Logistics,TN338949865,overnight,0.0,2024-02-27,2024-03-05,2024-03-06,in_transit,7.86
844,Amazon Logistics,TN497211971,standard,8.14,2025-09-24,2025-09-27,2025-09-28,pending,2.88
846,Amazon Logistics,TN856226150,express,0.0,2024-12-06,2024-12-08,2024-12-10,shipped,17.91
847,Amazon Logistics,TN329768077,express,0.0,2024-06-26,2024-06-28,2024-06-30,returned,14.41
848,UPS,TN464593730,express,0.0,2025-02-19,2025-02-24,2025-02-24,shipped,16.39
849,USPS,TN648743147,express,0.0,2025-03-08,2025-03-15,2025-03-15,delivered,15.99
850,FedEx,TN397449304,express,24.71,2024-09-17,2024-09-19,2024-09-20,pending,1.58
851,DHL,TN374709679,two_day,0.0,2024-12-12,2024-12-16,2024-12-18,shipped,11.02
852,UPS,TN950535678,free,0.0,2023-11-10,2023-11-15,2023-11-16,pending,7.62
853,USPS,TN552994307,overnight,0.0,2025-03-27,2025-04-03,2025-04-05,in_transit,9.73
854,Amazon Logistics,TN511658711,standard,0.0,2024-08-26,2024-09-01,2024-08-31,in_transit,10.91
855,USPS,TN638367962,standard,0.0,2024-10-26,2024-10-29,2024-10-28,shipped,12.97
856,FedEx,TN432598618,overnight,0.0,2024-08-10,2024-08-15,2024-08-14,in_transit,14.61
857,DHL,TN420126994,free,1.11,2024-04-17,2024-04-19,2024-04-19,shipped,13.62
858,DHL,TN736865049,express,0.0,2023-12-02,2023-12-09,2023-12-08,pending,12.59
859,DHL,TN749335419,standard,25.0,2025-04-27,2025-04-29,2025-04-28,shipped,13.82
860,FedEx,TN464597065,standard,0.0,2024-05-21,2024-05-28,2024-05-28,delivered,2.81
861,UPS,TN271830990,standard,0.0,2024-09-09,2024-09-13,2024-09-12,delivered,14.01
862,Amazon Logistics,TN314252334,two_day,0.0,2025-07-17,2025-07-20,2025-07-22,delivered,14.31
863,USPS,TN240544340,express,0.0,2024-03-18,2024-03-21,2024-03-21,in_transit,16.78
865,DHL,TN804221781,express,0.0,2025-09-04,2025-09-07,2025-09-06,in_transit,16.85
866,UPS,TN684254331,two_day,19.76,2024-12-26,2025-01-02,2025-01-03,pending,7.39
867,DHL,TN678974635,overnight,7.61,2025-02-25,2025-03-03,2025-03-03,delivered,9.18
869,FedEx,TN716360016,two_day,0.0,2024-05-18,2024-05-22,2024-05-24,in_transit,4.52
870,USPS,TN419985496,free,0.0,2025-07-26,2025-08-01,2025-08-02,returned,9.03
872,Amazon Logistics,TN166826651,express,0.0,2024-07-07,2024-07-11,,pending,1.25
873,Amazon Logistics,TN395513981,overnight,0.0,2025-09-12,2025-09-16,2025-09-16,in_transit,12.01
874,DHL,TN896354667,two_day,0.0,2025-07-11,2025-07-14,2025-07-15,in_transit,11.03
875,Amazon Logistics,TN712869936,two_day,0.0,2024-06-24,2024-07-01,,delivered,5.57
876,Amazon Logistics,TN729503739,two_day,0.0,2025-07-20,2025-07-25,2025-07-24,shipped,19.6
877,USPS,TN739497796,overnight,0.75,2023-12-02,2023-12-07,2023-12-06,shipped,12.76
878,FedEx,TN357661195,two_day,0.0,2025-06-29,2025-07-05,,delivered,4.57
879,Amazon Logistics,TN773860415,two_day,0.0,2024-08-13,2024-08-15,2024-08-15,shipped,3.05
881,DHL,TN340480044,two_day,0.0,2025-03-04,2025-03-06,2025-03-07,shipped,4.75
883,DHL,TN772251568,overnight,20.25,2024-02-18,2024-02-23,2024-02-22,returned,2.48
884,DHL,TN677260181,free,0.0,2023-11-28,2023-12-05,2023-12-04,shipped,9.0
885,UPS,TN839123547,free,0.0,2025-04-29,2025-05-04,2025-05-06,returned,11.01
886,FedEx,TN490863850,free,12.94,2025-01-31,2025-02-06,2025-02-07,pending,13.92
887,USPS,TN535489386,express,0.0,2025-02-15,2025-02-17,2025-02-17,pending,15.06
888,FedEx,TN767800647,two_day,0.0,2023-11-01,2023-11-07,2023-11-07,pending,1.7
889,USPS,TN270426238,two_day,0.0,2024-09-23,2024-09-29,2024-09-28,pending,15.32
891,UPS,TN525083528,standard,22.87,2024-12-11,2024-12-16,2024-12-15,returned,16.46
892,Amazon Logistics,TN990124588,free,0.0,2025-06-14,2025-06-18,2025-06-19,returned,15.83
894,FedEx,TN433826222,two_day,0.0,2024-02-16,2024-02-20,2024-02-19,returned,16.42
895,DHL,TN306306802,overnight,0.0,2025-06-25,2025-06-30,,delivered,2.86
896,DHL,TN566966271,overnight,0.0,2024-01-21,2024-01-27,2024-01-29,in_transit,3.0
897,FedEx,TN652474375,free,0.0,2025-04-16,2025-04-22,2025-04-23,delivered,11.13
898,UPS,TN561323936,two_day,0.0,2024-05-19,2024-05-24,2024-05-23,in_transit,2.69
899,UPS,TN985930081,free,8.88,2024-02-11,2024-02-15,2024-02-15,returned,4.12
900,Amazon Logistics,TN646387020,free,7.63,2023-12-26,2023-12-29,2023-12-30,delivered,14.46
901,UPS,TN152705238,overnight,0.0,2023-10-27,2023-11-01,2023-11-02,delivered,4.82
902,UPS,TN172599982,standard,0.0,2024-04-14,2024-04-17,2024-04-19,shipped,16.23
903,UPS,TN686041082,two_day,0.0,2025-03-11,2025-03-14,2025-03-14,shipped,10.26
904,FedEx,TN553868657,overnight,0.0,2025-04-09,2025-04-15,2025-04-15,shipped,11.87
905,UPS,TN325615925,express,0.0,2025-09-02,2025-09-06,2025-09-07,returned,5.39
906,DHL,TN489134867,two_day,0.0,2025-08-24,2025-08-30,2025-08-30,returned,13.26
908,DHL,TN453491790,express,0.0,2025-06-18,2025-06-25,2025-06-27,in_transit,13.97
911,UPS,TN110302580,express,0.0,2024-06-13,2024-06-19,2024-06-19,delivered,15.67
912,Amazon Logistics,TN899763006,overnight,0.0,2023-11-05,2023-11-10,2023-11-10,in_transit,10.42
913,DHL,TN118596626,express,0.0,2025-04-26,2025-04-29,,returned,10.62
914,USPS,TN463606767,express,0.0,2023-12-28,2024-01-02,2024-01-04,delivered,16.8
915,FedEx,TN725388285,standard,0.0,2023-11-11,2023-11-16,2023-11-16,shipped,14.64
916,DHL,TN950286699,overnight,0.0,2024-04-07,2024-04-09,2024-04-08,returned,6.28
917,Amazon Logistics,TN742115505,two_day,0.0,2024-10-20,2024-10-27,2024-10-27,pending,12.28
918,UPS,TN360033383,express,0.0,2024-07-16,2024-07-21,2024-07-23,in_transit,2.59
919,FedEx,TN231862992,standard,0.0,2023-12-07,2023-12-11,2023-12-13,returned,2.51
920,Amazon Logistics,TN157764656,express,0.0,2024-11-21,2024-11-25,2024-11-24,shipped,12.01
921,USPS,TN241392399,standard,0.0,2024-07-14,2024-07-17,2024-07-17,delivered,12.74
922,UPS,TN461523671,free,0.0,2024-09-15,2024-09-22,2024-09-23,pending,9.22
923,USPS,TN101882996,overnight,0.0,2024-08-09,2024-08-16,2024-08-18,delivered,5.18
924,FedEx,TN806666100,express,0.0,2025-03-20,2025-03-24,2025-03-26,returned,10.17
925,USPS,TN159825866,express,0.0,2025-01-02,2025-01-08,2025-01-07,pending,9.41
927,Amazon Logistics,TN877079602,two_day,0.0,2023-10-19,2023-10-21,2023-10-21,pending,5.49
929,USPS,TN775059203,standard,0.0,2025-03-23,2025-03-29,,in_transit,14.07
930,UPS,TN788938585,overnight,0.0,2025-08-15,2025-08-22,2025-08-22,returned,9.03
932,Amazon Logistics,TN809060178,express,0.0,2025-07-25,2025-07-30,2025-08-01,shipped,8.56
933,DHL,TN334212001,free,0.0,2024-11-15,2024-11-17,2024-11-18,in_transit,12.72
935,UPS,TN391634011,overnight,0.0,2024-02-01,2024-02-04,2024-02-06,returned,18.48
936,USPS,TN838882124,express,11.85,2025-02-14,2025-02-21,2025-02-23,returned,1.74
937,DHL,TN654409864,express,0.0,2024-07-13,2024-07-19,2024-07-20,returned,15.4
938,FedEx,TN141902828,standard,0.0,2024-01-04,2024-01-08,2024-01-08,pending,1.46
939,DHL,TN411496387,two_day,1.95,2024-06-10,2024-06-15,2024-06-16,in_transit,0.97
940,Amazon Logistics,TN589778854,two_day,13.0,2025-03-21,2025-03-24,2025-03-23,shipped,1.14
941,UPS,TN394111609,two_day,0.0,2023-12-05,2023-12-07,2023-12-08,pending,15.39
942,FedEx,TN139184687,overnight,24.35,2024-08-05,2024-08-07,2024-08-09,shipped,6.5
943,DHL,TN956048791,free,0.0,2025-02-03,2025-02-06,2025-02-08,in_transit,15.44
944,UPS,TN457354472,express,0.85,2025-07-17,2025-07-22,2025-07-21,pending,19.5
945,USPS,TN467846605,express,0.0,2023-12-03,2023-12-07,2023-12-06,shipped,3.52
946,UPS,TN741930091,free,0.0,2025-04-25,2025-04-30,2025-05-01,pending,6.29
947,USPS,TN541774925,express,0.0,2025-07-21,2025-07-28,2025-07-29,pending,0.61
948,Amazon Logistics,TN629548547,express,0.0,2024-04-25,2024-04-30,2024-04-30,delivered,7.18
951,Amazon Logistics,TN695407055,overnight,0.0,2024-07-23,2024-07-25,2024-07-25,shipped,11.47
952,UPS,TN127622389,standard,2.48,2025-01-25,2025-02-01,2025-02-03,pending,11.41
953,USPS,TN542604253,two_day,0.0,2023-11-11,2023-11-18,2023-11-17,pending,0.57
954,DHL,TN316721446,standard,0.0,2025-07-07,2025-07-14,,shipped,7.15
956,DHL,TN647204950,overnight,0.0,2024-07-01,2024-07-03,2024-07-02,pending,14.34
957,USPS,TN396225880,two_day,11.48,2025-07-20,2025-07-27,2025-07-26,returned,1.63
958,USPS,TN660069368,standard,0.0,2025-03-21,2025-03-23,2025-03-25,returned,15.52
959,FedEx,TN266487411,free,0.0,2024-06-02,2024-06-05,2024-06-07,in_transit,2.31
960,Amazon Logistics,TN616424576,two_day,0.0,2023-11-10,2023-11-15,2023-11-16,in_transit,12.12
961,USPS,TN966681407,standard,0.0,2024-05-26,2024-05-29,2024-05-31,in_transit,4.88
962,FedEx,TN726276068,two_day,0.0,2025-07-17,2025-07-23,2025-07-22,returned,9.02
964,USPS,TN268639540,free,0.0,2025-05-19,2025-05-25,2025-05-27,delivered,10.25
965,Amazon Logistics,TN574367314,free,13.88,2024-05-27,2024-06-03,2024-06-02,returned,7.44
968,DHL,TN647371145,two_day,0.0,2025-02-15,2025-02-21,2025-02-21,in_transit,15.4
969,UPS,TN102723788,overnight,0.0,2023-12-30,2024-01-05,2024-01-04,shipped,7.5
970,DHL,TN907331561,free,0.0,2025-05-30,2025-06-06,2025-06-07,shipped,7.5
971,FedEx,TN837104882,overnight,0.0,2024-05-04,2024-05-11,2024-05-12,shipped,16.81
973,USPS,TN439641908,overnight,9.11,2024-09-29,2024-10-02,,in_transit,19.3
974,DHL,TN318862669,standard,0.0,2025-02-26,2025-03-04,2025-03-03,returned,4.91
975,DHL,TN270569552,standard,0.0,2024-08-23,2024-08-25,2024-08-25,delivered,8.13
976,UPS,TN601502274,express,0.0,2024-02-22,2024-02-27,2024-02-28,delivered,2.95
977,USPS,TN632531073,standard,0.0,2023-11-09,2023-11-14,2023-11-15,in_transit,3.94
978,UPS,TN620665937,express,0.0,2025-04-15,2025-04-18,2025-04-19,in_transit,10.96
979,FedEx,TN167777801,two_day,0.0,2025-02-24,2025-02-27,2025-02-27,delivered,6.14
980,FedEx,TN796304857,two_day,0.0,2024-10-24,2024-10-30,2024-11-01,in_transit,18.09
981,USPS,TN915346960,standard,20.32,2024-07-30,2024-08-02,2024-08-03,returned,8.04
982,Amazon Logistics,TN418164570,free,0.0,2024-02-05,2024-02-08,2024-02-07,pending,12.14
983,FedEx,TN127598885,free,0.0,2024-11-08,2024-11-11,2024-11-12,shipped,2.88
984,UPS,TN918173631,two_day,0.0,2024-10-25,2024-10-30,2024-10-29,in_transit,2.98
985,USPS,TN664824045,overnight,0.0,2025-04-14,2025-04-18,2025-04-17,returned,15.37
986,DHL,TN110113454,free,17.82,2025-07-21,2025-07-25,2025-07-27,delivered,19.05
987,DHL,TN754993630,express,19.54,2024-01-28,2024-02-02,2024-02-04,returned,17.33
988,FedEx,TN524528706,overnight,0.0,2025-01-18,2025-01-23,2025-01-23,returned,9.86
989,UPS,TN986617173,express,0.0,2025-07-17,2025-07-21,2025-07-21,returned,15.44
990,DHL,TN430614183,two_day,0.0,2024-05-19,2024-05-25,2024-05-27,delivered,9.17
991,UPS,TN262454927,standard,7.84,2024-01-23,2024-01-27,,shipped,0.89
992,USPS,TN384359130,standard,0.0,2025-05-19,2025-05-26,2025-05-28,shipped,7.08
993,Amazon Logistics,TN899431015,free,0.0,2023-10-28,2023-11-04,2023-11-05,shipped,3.03
994,DHL,TN642272311,overnight,0.0,2025-05-30,2025-06-05,2025-06-06,shipped,14.34
995,USPS,TN813652807,free,5.8,2024-08-25,2024-08-29,2024-08-30,returned,19.13
996,DHL,TN484755815,express,0.0,2023-10-23,2023-10-27,2023-10-28,shipped,5.28
997,Amazon Logistics,TN556547845,two_day,0.0,2024-06-09,2024-06-16,2024-06-16,delivered,2.86
998,UPS,TN552279864,overnight,0.0,2025-07-31,2025-08-07,2025-08-07,pending,15.67
999,Amazon Logistics,TN435877940,overnight,0.0,2025-07-01,2025-07-05,2025-07-06,delivered,7.82
1001,DHL,TN992841863,overnight,0.0,2024-08-04,2024-08-09,2024-08-10,returned,12.83
1002,Amazon Logistics,TN566903349,two_day,0.0,2024-06-18,2024-06-21,2024-06-20,pending,1.09
1003,FedEx,TN377682575,two_day,0.0,2024-01-25,2024-01-27,2024-01-28,returned,4.17
1005,DHL,TN362650155,express,19.13,2025-07-25,2025-07-31,,in_transit,11.45
1007,DHL,TN297228860,free,10.25,2024-04-02,2024-04-04,,returned,5.33
1008,FedEx,TN457559242,overnight,0.0,2024-11-25,2024-11-28,2024-11-29,in_transit,6.65
1009,USPS,TN569493391,free,0.0,2024-08-22,2024-08-29,2024-08-28,returned,17.98
1010,FedEx,TN123484082,standard,0.0,2024-03-27,2024-04-02,2024-04-03,shipped,18.18
1011,UPS,TN708807323,two_day,0.0,2025-04-17,2025-04-20,2025-04-20,pending,0.57
1012,FedEx,TN293156976,free,0.0,2023-12-21,2023-12-26,2023-12-25,pending,2.46
1014,Amazon Logistics,TN266447721,two_day,0.0,2024-11-27,2024-11-29,2024-11-30,pending,1.35
1015,UPS,TN898084101,free,21.14,2024-12-31,2025-01-05,2025-01-05,returned,19.3
1017,DHL,TN107907013,two_day,0.0,2025-02-11,2025-02-17,2025-02-16,returned,3.38
1018,UPS,TN643819475,express,0.0,2024-12-30,2025-01-04,2025-01-04,returned,8.07
1019,UPS,TN303354966,standard,0.0,2024-09-24,2024-09-27,2024-09-28,pending,11.98
1020,DHL,TN345010554,express,0.0,2024-05-20,2024-05-23,2024-05-22,delivered,15.77
1021,DHL,TN835316467,standard,5.51,2024-12-15,2024-12-22,2024-12-21,pending,18.21
1022,FedEx,TN361925076,two_day,0.0,2024-06-21,2024-06-27,2024-06-28,pending,9.27
1024,Amazon Logistics,TN245255037,overnight,0.0,2024-11-27,2024-12-03,2024-12-05,pending,14.98
1025,USPS,TN335086629,express,0.0,2024-10-13,2024-10-20,2024-10-20,in_transit,19.66
